[CURSOR-ABS] hand=(0.307,0.386) filter=(0.293,0.351) target=(1298,671) cursor=(1310,655)
[CURSOR-ABS] hand=(0.320,0.396) filter=(0.298,0.359) target=(1281,689) cursor=(1299,671)
[CURSOR-ABS] hand=(0.333,0.407) filter=(0.304,0.368) target=(1257,708) cursor=(1281,689)
[CURSOR-ABS] hand=(0.348,0.413) filter=(0.312,0.376) target=(1227,725) cursor=(1257,708)
[CURSOR-ABS] hand=(0.360,0.419) filter=(0.320,0.384) target=(1196,742) cursor=(1227,725)
[CURSOR-ABS] hand=(0.372,0.424) filter=(0.329,0.391) target=(1160,757) cursor=(1196,742)
[CURSOR-ABS] hand=(0.385,0.421) filter=(0.339,0.396) target=(1123,769) cursor=(1161,757)
[CURSOR-ABS] hand=(0.394,0.416) filter=(0.349,0.400) target=(1085,777) cursor=(1123,769)
[CURSOR-ABS] hand=(0.403,0.410) filter=(0.359,0.402) target=(1047,781) cursor=(1085,777)
[CURSOR-ABS] hand=(0.410,0.398) filter=(0.368,0.401) target=(1012,779) cursor=(1047,781)
[CURSOR-ABS] hand=(0.415,0.380) filter=(0.376,0.397) target=(980,771) cursor=(1013,779)
[CURSOR-ABS] hand=(0.420,0.359) filter=(0.384,0.391) target=(950,758) cursor=(980,772)
[CURSOR-ABS] hand=(0.423,0.326) filter=(0.391,0.379) target=(922,733) cursor=(950,758)
[CURSOR-ABS] hand=(0.425,0.304) filter=(0.397,0.366) target=(899,704) cursor=(923,733)
[CURSOR-ABS] hand=(0.425,0.279) filter=(0.402,0.351) target=(881,670) cursor=(900,704)
[CURSOR-ABS] hand=(0.426,0.262) filter=(0.406,0.334) target=(864,636) cursor=(881,671)
[CURSOR-ABS] hand=(0.425,0.247) filter=(0.410,0.319) target=(852,602) cursor=(864,636)
[CURSOR-ABS] hand=(0.425,0.227) filter=(0.412,0.302) target=(841,565) cursor=(852,602)
[CURSOR-ABS] hand=(0.424,0.220) filter=(0.414,0.287) target=(833,532) cursor=(841,565)
[CURSOR-ABS] hand=(0.423,0.198) filter=(0.416,0.270) target=(828,497) cursor=(834,532)
[CURSOR-ABS] hand=(0.418,0.192) filter=(0.416,0.256) target=(826,466) cursor=(828,497)
[CURSOR-ABS] hand=(0.415,0.194) filter=(0.416,0.244) target=(827,441) cursor=(826,466)
[CURSOR-ABS] hand=(0.409,0.182) filter=(0.415,0.233) target=(832,416) cursor=(827,441)
[CURSOR-ABS] hand=(0.405,0.191) filter=(0.413,0.225) target=(839,399) cursor=(832,416)
[CURSOR-ABS] hand=(0.401,0.199) filter=(0.411,0.220) target=(847,389) cursor=(838,400)
[CURSOR-ABS] hand=(0.400,0.201) filter=(0.409,0.217) target=(854,382) cursor=(847,389)
[CURSOR-ABS] hand=(0.400,0.205) filter=(0.408,0.215) target=(860,377) cursor=(854,382)
[CURSOR-ABS] hand=(0.404,0.206) filter=(0.407,0.213) target=(863,374) cursor=(860,377)
[CURSOR-ABS] hand=(0.408,0.206) filter=(0.407,0.212) target=(862,371) cursor=(863,374)
[CURSOR-ABS] hand=(0.415,0.204) filter=(0.408,0.211) target=(857,368) cursor=(862,371)
[CURSOR-ABS] hand=(0.425,0.202) filter=(0.411,0.209) target=(846,365) cursor=(857,368)
[CURSOR-ABS] hand=(0.433,0.197) filter=(0.415,0.207) target=(831,360) cursor=(846,365)
[CURSOR-ABS] hand=(0.441,0.193) filter=(0.420,0.205) target=(814,355) cursor=(831,360)
[CURSOR-ABS] hand=(0.448,0.190) filter=(0.424,0.202) target=(795,350) cursor=(814,355)
[CURSOR-ABS] hand=(0.455,0.179) filter=(0.430,0.198) target=(775,341) cursor=(795,350)
[CURSOR-ABS] hand=(0.463,0.176) filter=(0.436,0.194) target=(752,333) cursor=(775,341)
[CURSOR-ABS] hand=(0.479,0.179) filter=(0.443,0.192) target=(723,327) cursor=(752,333)
[CURSOR-ABS] hand=(0.481,0.186) filter=(0.450,0.191) target=(695,324) cursor=(723,327)
[CURSOR-ABS] hand=(0.489,0.198) filter=(0.457,0.192) target=(661,321) cursor=(695,324)
[CURSOR-ABS] hand=(0.500,0.205) filter=(0.465,0.194) target=(624,321) cursor=(662,321)
[CURSOR-ABS] hand=(0.509,0.209) filter=(0.472,0.197) target=(583,322) cursor=(624,321)
[CURSOR-ABS] hand=(0.523,0.216) filter=(0.482,0.200) target=(532,323) cursor=(583,322)
[CURSOR-ABS] hand=(0.539,0.211) filter=(0.492,0.202) target=(465,318) cursor=(532,323)
[CURSOR-ABS] hand=(0.553,0.199) filter=(0.503,0.201) target=(385,304) cursor=(466,318)
[CURSOR-ABS] hand=(0.559,0.178) filter=(0.513,0.197) target=(297,277) cursor=(385,304)
[CURSOR-ABS] hand=(0.560,0.150) filter=(0.521,0.189) target=(206,234) cursor=(297,277)
[CURSOR-ABS] hand=(0.558,0.127) filter=(0.528,0.178) target=(118,178) cursor=(206,234)
