[2026-06-30 20:38:46] [axHelper] IN: register failed, fallback to spawn → OUT: 未能完成该操作。Codesigning failure loading plist: com.motioncontrol.axhelper code: -67028 (0ms)
[2026-06-30 20:38:46] [axHelper] IN: spawned → OUT: pid=20759 (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=24465 role=AXMenuBarItem → OUT: title= frame=(1311,3,36,24) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2480 role=AXMenuBarItem → OUT: title=Apple frame=(10,0,34,30) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2480 role=AXMenuBarItem → OUT: title=访达 frame=(43,0,47,30) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2480 role=AXMenuBarItem → OUT: title=文件 frame=(89,0,47,30) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2480 role=AXMenuBarItem → OUT: title=编辑 frame=(135,0,46,30) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2480 role=AXMenuBarItem → OUT: title=显示 frame=(180,0,47,30) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2480 role=AXMenuBarItem → OUT: title=前往 frame=(226,0,47,30) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2480 role=AXMenuBarItem → OUT: title=窗口 frame=(272,0,47,30) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2480 role=AXMenuBarItem → OUT: title=帮助 frame=(318,0,47,30) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2480 role=AXImage → OUT: title=vibe项目 frame=(77,469,64,64) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=访达 frame=(157,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=App frame=(203,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=地图 frame=(249,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=App Store frame=(295,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=iPhone镜像 frame=(341,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=tntcloud_Lite frame=(387,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=豆包 frame=(433,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=微信 frame=(479,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=ima.copilot frame=(525,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=Google Chrome frame=(571,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=Claude frame=(617,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=飞书 frame=(663,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=终端 frame=(709,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=Visual Studio Code frame=(755,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=Codex frame=(801,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=Reasonix frame=(847,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title= frame=(893,1017,20,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=屏幕共享 frame=(914,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=飞鸟加速 frame=(960,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=预览 frame=(1006,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=腾讯视频 frame=(1052,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=日历 frame=(1098,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=网易云音乐 frame=(1144,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=MotionControl frame=(1190,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title= frame=(1236,1017,20,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=下载 frame=(1256,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=飞鸟加速 frame=(1302,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=豆包 frame=(1348,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=所有连接 frame=(1394,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=飞书 frame=(1440,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=微信 frame=(1486,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=腾讯视频 frame=(1532,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=Reasonix frame=(1578,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=网易云音乐 frame=(1624,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=“黄岩岛自家院子紧张个啥”_百度搜索 frame=(1670,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2478 role=AXDockItem → OUT: title=废纸篓 frame=(1716,1017,46,58) (0ms)
[2026-06-30 20:38:48] [axEl] IN: pid=2479 role=AXMenuBarItem → OUT: title=Siri frame=(1744,3,16,24) (0ms)
[2026-06-30 20:38:48] [hand_detect] IN: hand_detect 1920x1080 → OUT: detected=true landmarks=21 confidence=0.33862305
[2026-06-30 20:38:48] [gesture_analyze] IN: gesture_analyze type=none → OUT: gesture=none confidence=0.00 isRepeat=false
[2026-06-30 20:38:48] [KEYPOINTS] IN: handSide=unknown palmCenter=0.5145272215207418,0.0039953192075093584 → OUT: 
[2026-06-30 20:38:48] [face_detect] IN: face_detect → OUT: detected=true landmarks=76 roll=0.0030679617 pitch=-0.2323981 yaw=0.03681554 (62079ms)
[2026-06-30 20:38:48] [mouth_detect] IN: mouth_detect ratio=0.4366596 → OUT: status=CLOSED confirmed=CLOSED
[2026-06-30 20:38:48] [gaze_estimate] IN: yaw=0.03681554 pitch=-0.2323981 → OUT: yawOffset=0.0 pitchOffset=0.0 hasFace=true
[2026-06-30 20:38:48] [hand_detect] IN: hand_detect 1920x1080 → OUT: detected=true landmarks=21 confidence=0.32910156
[2026-06-30 20:38:48] [gesture_analyze] IN: gesture_analyze type=none → OUT: gesture=none confidence=0.00 isRepeat=false
[2026-06-30 20:38:48] [KEYPOINTS] IN: handSide=unknown palmCenter=0.5124397079149882,0.0035395423571268716 → OUT: 
[2026-06-30 20:38:48] [face_detect] IN: face_detect → OUT: detected=true landmarks=76 roll=0.0030679617 pitch=-0.2323981 yaw=0.03681554 (4760ms)
[2026-06-30 20:38:48] [mouth_detect] IN: mouth_detect ratio=0.4531367 → OUT: status=CLOSED confirmed=CLOSED
[2026-06-30 20:38:48] [gaze_estimate] IN: yaw=0.03681554 pitch=-0.2323981 → OUT: yawOffset=0.0 pitchOffset=0.0 hasFace=true
[2026-06-30 20:38:48] [hand_detect] IN: hand_detect 1920x1080 → OUT: detected=true landmarks=21 confidence=0.3881836
[2026-06-30 20:38:48] [gesture_analyze] IN: gesture_analyze type=none → OUT: gesture=none confidence=0.00 isRepeat=false
[2026-06-30 20:38:48] [KEYPOINTS] IN: handSide=right palmCenter=0.5150870879491171,0.0036122997601826987 → OUT: 
[2026-06-30 20:38:48] [face_detect] IN: face_detect → OUT: detected=true landmarks=76 roll=0.0030679617 pitch=-0.2323981 yaw=0.03681554 (4926ms)
[2026-06-30 20:38:48] [mouth_detect] IN: mouth_detect ratio=0.46193588 → OUT: status=CLOSED confirmed=CLOSED
[2026-06-30 20:38:48] [gaze_estimate] IN: yaw=0.03681554 pitch=-0.2323981 → OUT: yawOffset=0.0 pitchOffset=0.0 hasFace=true
[2026-06-30 20:38:48] [hand_detect] IN: hand_detect 1920x1080 → OUT: detected=true landmarks=21 confidence=0.34545898
[2026-06-30 20:38:48] [gesture_analyze] IN: gesture_analyze type=none → OUT: gesture=none confidence=0.00 isRepeat=false
[2026-06-30 20:38:48] [KEYPOINTS] IN: handSide=right palmCenter=0.5158218344052633,0.0033240516980489096 → OUT: 
[2026-06-30 20:38:48] [face_detect] IN: face_detect → OUT: detected=true landmarks=76 roll=0.0030679617 pitch=-0.2323981 yaw=0.03681554 (5058ms)
[2026-06-30 20:38:48] [mouth_detect] IN: mouth_detect ratio=0.45410332 → OUT: status=CLOSED confirmed=CLOSED
[2026-06-30 20:38:48] [gaze_estimate] IN: yaw=0.03681554 pitch=-0.2323981 → OUT: yawOffset=0.0 pitchOffset=0.0 hasFace=true
[2026-06-30 20:38:48] [hand_detect] IN: hand_detect 1920x1080 → OUT: detected=true landmarks=21 confidence=0.3076172
[2026-06-30 20:38:48] [gesture_analyze] IN: gesture_analyze type=none → OUT: gesture=none confidence=0.00 isRepeat=false
[2026-06-30 20:38:48] [KEYPOINTS] IN: handSide=right palmCenter=0.5147068103154501,0.002395470937093099 → OUT: 
[2026-06-30 20:38:48] [face_detect] IN: face_detect → OUT: detected=true landmarks=76 roll=0.0030679617 pitch=-0.2323981 yaw=0.03681554 (4889ms)
[2026-06-30 20:38:48] [mouth_detect] IN: mouth_detect ratio=0.47914103 → OUT: status=CLOSED confirmed=CLOSED
[2026-06-30 20:38:48] [gaze_estimate] IN: yaw=0.03681554 pitch=-0.2323981 → OUT: yawOffset=0.0 pitchOffset=0.0 hasFace=true
[2026-06-30 20:38:48] [hand_detect] IN: hand_detect 1920x1080 → OUT: detected=true landmarks=21 confidence=0.3005371
